Sum - 11,Data,,
key,S_1,S_2,Total Result
200089,1,1,2
200090,1,1,2
200091,1,1,2
200092,1,1,2
200093,1,1,2
200094,1,1,2
200095,1,1,2
200096,1,1,2
200097,1,1,2
200098,1,1,2
200099,1,1,2
200100,1,1,2
200101,1,1,2
200102,1,1,2
200103,1,,1
200104,1,1,2
200105,1,1,2
200106,1,1,2
200107,1,1,2
200108,1,1,2
200109,1,,1
200110,1,1,2
200111,1,1,2
200112,1,,1
200113,1,1,2
200114,1,1,2
200115,1,1,2
200116,1,1,2
200117,1,1,2
200118,1,,1
200119,1,,1
200120,1,,1
200121,1,1,2
200122,1,,1
200123,1,,1
200124,1,1,2
200125,1,1,2
200126,1,1,2
200127,1,1,2
200128,1,,1
200129,1,,1
200130,1,1,2
200131,1,1,2
200132,1,1,2
200133,1,1,2
200134,1,1,2
200135,1,1,2
200136,1,1,2
200137,1,1,2
200138,1,1,2
200139,1,1,2
200140,1,1,2
200141,1,1,2
200142,1,1,2
200143,1,1,2
200144,1,1,2
200145,1,1,2
200146,1,1,2
200147,1,1,2
200148,1,1,2
200149,1,1,2
200150,1,1,2
200151,1,,1
200152,1,1,2
200153,1,1,2
200154,1,1,2
200155,1,1,2
200156,1,1,2
200157,1,1,2
200158,1,1,2
200159,1,1,2
200160,1,,1
200161,1,1,2
200162,1,1,2
200163,1,,1
200164,1,1,2
200165,1,1,2
200166,1,1,2
200167,1,1,2
200168,1,1,2
200169,1,1,2
200170,1,1,2
200171,1,,1
200172,1,,1
200173,1,1,2
200174,1,1,2
200175,1,1,2
200176,1,,1
200177,1,1,2
200178,1,,1
200179,1,,1
200180,0,,0
200181,1,,1
200182,1,1,2
200183,1,,1
200184,1,,1
200185,1,,1
200186,1,,1
200187,1,1,2
200188,1,1,2
200189,1,1,2
200190,1,,1
200191,1,,1
200192,0,,0
200193,1,,1
200194,0,,0
200195,0,,0
200196,1,,1
200197,1,,1
200198,1,1,2
200199,1,1,2
200200,0,,0
200201,0,,0
200202,1,,1
200203,0,,0
200204,0,,0
200205,1,,1
200206,1,,1
200207,1,,1
200208,1,,1
200209,1,1,2
200210,1,1,2
200211,1,1,2
200212,1,1,2
200213,1,1,2
200214,1,1,2
200215,1,1,2
200216,1,,1
200217,1,1,2
200218,1,1,2
200219,1,1,2
200220,1,1,2
200221,1,1,2
200222,1,1,2
200223,1,1,2
200224,1,1,2
200225,1,1,2
200226,1,1,2
200227,1,,1
200228,1,1,2
200229,1,1,2
200230,1,1,2
200231,1,1,2
200232,1,1,2
200233,1,1,2
200234,1,1,2
200235,1,1,2
200236,1,1,2
200237,1,1,2
200238,1,,1
200239,1,1,2
200240,1,1,2
200241,1,1,2
200242,1,1,2
200243,1,1,2
200244,1,,1
200245,1,1,2
200246,1,1,2
200247,1,1,2
200248,1,1,2
200249,1,1,2
200250,1,1,2
200251,1,1,2
200252,1,1,2
200253,1,1,2
200254,1,1,2
200255,1,1,2
200256,1,1,2
200257,1,1,2
200258,1,1,2
200259,1,1,2
200260,1,,1
200261,1,1,2
200262,0,,0
200263,1,1,2
200264,1,1,2
200265,1,1,2
200266,0,,0
200267,0,,0
200268,0,,0
200269,0,,0
200270,0,,0
200271,0,,0
200272,0,,0
200273,0,,0
200274,0,,0
200275,0,,0
200276,0,,0
200277,0,,0
200278,0,,0
200279,0,,0
200280,0,,0
200281,0,,0
200282,0,,0
200283,0,,0
200284,0,,0
200285,0,,0
200286,0,,0
200287,0,,0
200288,0,,0
200289,0,,0
200290,1,,1
200291,0,,0
200292,1,1,2
200293,1,1,2
200294,1,1,2
200295,1,1,2
200296,1,1,2
200297,1,1,2
200298,1,1,2
200299,1,1,2
200300,1,1,2
200301,1,1,2
200302,1,1,2
200303,1,1,2
200304,1,1,2
200305,1,1,2
200306,1,1,2
200307,1,1,2
200308,1,1,2
200309,1,1,2
200310,1,1,2
200311,1,1,2
200312,1,1,2
200313,1,1,2
200314,1,1,2
200315,1,1,2
200316,1,1,2
200317,1,1,2
200318,1,1,2
200319,1,1,2
200320,1,1,2
200321,1,1,2
200322,1,1,2
200323,1,1,2
200324,1,1,2
200325,1,1,2
200326,1,1,2
200327,1,1,2
200328,1,1,2
200329,1,1,2
200330,1,1,2
200331,1,1,2
200332,1,1,2
200333,1,1,2
200334,1,1,2
200335,1,1,2
200336,1,1,2
200337,1,1,2
200338,1,1,2
200339,1,1,2
200340,1,1,2
200341,1,1,2
200342,1,1,2
200343,1,1,2
200344,1,1,2
200345,1,1,2
200346,1,1,2
200347,1,1,2
200348,1,1,2
200349,1,,1
200350,1,,1
200351,1,,1
200352,1,,1
200353,1,,1
200354,1,,1
200355,1,,1
200356,1,,1
200357,1,1,2
200358,1,1,2
200359,1,1,2
200360,1,,1
200361,1,,1
200362,1,,1
200363,1,,1
200364,1,,1
200365,1,,1
200366,1,1,2
200367,1,,1
200368,1,1,2
200369,1,1,2
200370,1,1,2
200371,1,1,2
200372,1,1,2
200373,1,1,2
200374,1,1,2
200375,1,1,2
200376,1,1,2
200377,1,1,2
200378,1,1,2
200379,1,1,2
200380,1,1,2
200381,1,1,2
200382,1,1,2
200383,1,1,2
200384,1,1,2
200385,1,,1
200386,1,1,2
200387,1,1,2
200388,1,1,2
200389,1,1,2
200390,1,1,2
200391,1,1,2
200392,1,1,2
200393,1,1,2
200394,1,1,2
200395,1,1,2
200396,1,1,2
200397,1,1,2
200398,1,1,2
200399,1,1,2
200400,1,1,2
200401,1,1,2
200402,1,1,2
200403,1,1,2
200404,1,1,2
200405,1,1,2
200406,1,1,2
200407,1,1,2
200408,1,1,2
200409,1,1,2
200410,1,1,2
200411,1,1,2
200412,1,1,2
200413,1,1,2
200414,1,1,2
200415,1,1,2
200416,1,1,2
200417,1,1,2
200418,1,1,2
200419,1,1,2
200420,1,1,2
200421,1,1,2
200422,1,1,2
200423,1,1,2
200424,1,1,2
200425,1,1,2
200426,1,1,2
200427,1,1,2
200428,1,1,2
200429,1,1,2
200430,1,1,2
200431,1,1,2
200432,1,1,2
200433,1,1,2
200434,1,1,2
200435,1,1,2
200436,1,1,2
200437,1,1,2
200438,1,1,2
200439,1,1,2
200440,1,1,2
200441,1,1,2
200442,1,1,2
200443,1,1,2
200444,1,1,2
200445,1,1,2
200446,1,1,2
200447,1,1,2
200448,1,1,2
200449,1,1,2
200450,1,1,2
200451,1,1,2
200452,1,1,2
200453,1,1,2
200454,1,1,2
200455,1,1,2
200456,1,1,2
200457,1,1,2
200458,1,1,2
200459,1,1,2
200460,1,1,2
200461,1,1,2
200462,1,1,2
200463,1,1,2
200464,1,1,2
200465,1,1,2
200466,1,,1
200467,1,,1
200468,1,,1
200469,1,,1
200470,1,1,2
200471,1,1,2
200472,1,1,2
200473,1,1,2
200474,1,1,2
200475,1,1,2
200476,1,1,2
200477,1,1,2
200478,1,1,2
200479,1,,1
200480,1,1,2
200481,1,1,2
200482,1,1,2
200483,1,1,2
200484,1,1,2
200485,1,1,2
200486,1,1,2
200487,1,1,2
200488,1,1,2
200489,1,1,2
200490,1,1,2
200491,1,1,2
200492,1,1,2
200493,1,1,2
200494,1,1,2
200495,1,1,2
200496,1,1,2
200497,1,1,2
200498,1,1,2
200499,1,1,2
200500,1,1,2
200501,1,1,2
200502,1,1,2
200503,1,1,2
200504,1,1,2
200505,1,1,2
200506,1,1,2
200507,1,1,2
200508,1,1,2
200509,1,1,2
200510,1,1,2
200511,1,1,2
200512,1,1,2
200513,1,1,2
200514,1,1,2
200515,1,1,2
200516,1,1,2
200517,1,1,2
200518,1,1,2
200519,1,1,2
200520,1,1,2
200521,1,1,2
200522,1,1,2
200523,1,1,2
200524,0,,0
200525,1,1,2
200527,1,1,2
200528,1,1,2
200529,1,1,2
200530,1,1,2
200531,1,1,2
200532,1,1,2
200533,1,1,2
200534,1,1,2
200535,1,1,2
200536,1,1,2
200537,1,1,2
200538,1,1,2
200539,1,1,2
200540,1,1,2
200541,1,1,2
200542,1,1,2
200543,1,1,2
200544,1,1,2
200545,1,1,2
200546,1,1,2
200547,1,,1
200548,1,1,2
200549,1,1,2
200550,1,1,2
200551,1,1,2
200552,1,1,2
200553,1,1,2
200554,1,1,2
200555,1,1,2
200556,1,1,2
200557,1,1,2
200558,1,1,2
200559,1,1,2
200560,1,1,2
200561,1,1,2
200562,1,1,2
200563,1,,1
200564,1,1,2
200565,1,1,2
200566,1,,1
200567,1,1,2
200568,1,1,2
200569,1,1,2
200570,1,1,2
200571,1,1,2
200572,1,,1
200573,1,1,2
200574,1,1,2
200575,1,1,2
200576,1,1,2
200577,1,1,2
200578,1,1,2
200579,1,1,2
200580,1,1,2
200581,1,1,2
200582,1,1,2
200583,1,1,2
200584,1,1,2
200585,1,1,2
200586,1,1,2
200587,1,1,2
200588,1,1,2
200589,1,1,2
200590,1,1,2
200591,1,1,2
200592,1,1,2
200593,1,1,2
200594,1,1,2
200595,1,1,2
200596,1,1,2
200597,1,1,2
200598,1,1,2
200599,1,1,2
200600,1,1,2
200601,1,1,2
200602,1,1,2
200603,1,1,2
200604,1,1,2
200605,1,1,2
200606,1,1,2
200607,1,,1
200608,1,1,2
200609,1,,1
200610,1,,1
200611,1,,1
200612,1,1,2
200613,1,1,2
200614,1,1,2
200615,1,1,2
200616,1,1,2
200617,1,1,2
200618,1,1,2
200619,1,1,2
200620,1,1,2
200621,1,1,2
200622,1,1,2
200623,1,1,2
200624,1,1,2
200625,1,1,2
200626,1,1,2
200627,1,1,2
200628,1,1,2
200629,1,1,2
200630,1,1,2
200631,1,1,2
200632,1,1,2
200633,1,1,2
200634,1,1,2
200635,1,1,2
200636,1,1,2
200637,1,1,2
200638,1,1,2
200639,1,1,2
200640,1,1,2
200641,1,1,2
200642,1,1,2
200643,1,1,2
200644,1,1,2
200645,1,1,2
200646,1,1,2
200647,1,1,2
200648,1,1,2
200649,1,1,2
200650,1,1,2
200651,1,1,2
200652,1,1,2
200653,1,1,2
200654,1,1,2
200655,1,1,2
200656,1,1,2
200657,1,1,2
200658,1,1,2
200659,1,1,2
200660,1,1,2
200661,1,1,2
200662,1,1,2
200663,1,1,2
200664,1,1,2
200665,1,1,2
200666,1,1,2
200667,1,1,2
200668,1,1,2
200669,1,1,2
200670,1,1,2
200671,1,1,2
200672,1,1,2
200673,1,1,2
200674,1,1,2
200675,1,1,2
200676,1,1,2
200677,1,1,2
200678,1,1,2
200679,1,1,2
200680,1,1,2
200681,1,1,2
200682,1,1,2
200683,1,1,2
200684,1,1,2
200685,1,1,2
200686,1,1,2
200687,1,1,2
200688,1,1,2
200689,1,,1
200690,1,1,2
200691,1,1,2
200692,1,1,2
200693,1,1,2
200694,1,,1
200695,1,1,2
200696,1,,1
200697,1,1,2
200698,1,1,2
200699,1,1,2
200700,1,1,2
200701,1,1,2
200702,1,1,2
200703,1,1,2
200704,1,1,2
200705,1,1,2
200706,1,1,2
200707,1,1,2
200708,1,1,2
200709,1,1,2
200710,1,1,2
200711,1,1,2
200712,1,1,2
200713,1,1,2
200714,1,1,2
200715,1,1,2
200716,1,1,2
200717,1,1,2
200718,1,1,2
200719,1,1,2
200720,1,1,2
200721,1,1,2
200722,1,1,2
200723,1,1,2
200724,1,1,2
200725,1,1,2
200726,1,1,2
200727,1,1,2
200728,1,1,2
200729,1,1,2
200730,1,1,2
200731,1,1,2
200732,1,1,2
200733,1,1,2
200734,1,1,2
200735,1,1,2
200736,1,1,2
200737,1,1,2
200738,1,1,2
200739,1,1,2
200740,1,1,2
200741,1,1,2
200742,1,1,2
200743,1,1,2
200744,1,1,2
200745,1,1,2
200746,1,1,2
200747,1,1,2
200748,1,1,2
200749,1,1,2
200750,1,1,2
200751,1,1,2
200752,1,1,2
200753,1,1,2
200755,1,1,2
200756,1,1,2
200757,1,1,2
200758,1,1,2
200759,1,1,2
200760,1,1,2
200761,1,1,2
200762,1,1,2
200763,1,,1
200764,1,1,2
200765,1,,1
200766,1,,1
200767,1,,1
200768,1,,1
200769,1,1,2
200770,1,1,2
200771,1,1,2
200772,1,,1
200773,1,1,2
200774,1,,1
200775,1,1,2
200776,1,1,2
200777,1,,1
200778,1,,1
200779,1,1,2
200780,1,,1
200781,1,,1
200782,1,,1
200783,1,,1
200784,1,1,2
200785,1,1,2
200786,1,1,2
200787,1,1,2
200788,1,1,2
200789,1,,1
200790,1,,1
200791,1,1,2
200792,1,1,2
200793,1,1,2
200794,1,,1
200795,1,,1
200796,1,,1
200797,1,1,2
200798,1,1,2
200799,1,1,2
200800,1,1,2
200801,1,1,2
200802,1,1,2
200803,1,1,2
200804,1,1,2
200805,1,1,2
200806,1,1,2
200807,1,1,2
200808,1,1,2
200809,1,1,2
200810,1,1,2
200811,1,1,2
200812,1,1,2
200813,1,1,2
200814,1,1,2
200815,1,1,2
200816,1,1,2
200817,1,1,2
200818,1,,1
200819,1,,1
200820,1,1,2
200821,1,1,2
200822,1,1,2
200823,1,1,2
200824,1,1,2
200825,1,1,2
200826,1,1,2
200827,1,1,2
200828,1,1,2
200829,1,1,2
200830,1,1,2
200831,1,1,2
200832,1,1,2
200833,1,1,2
200834,1,1,2
200835,1,1,2
200836,1,1,2
200837,1,1,2
200838,1,1,2
200839,1,1,2
200840,1,1,2
200841,1,1,2
200842,1,1,2
200843,1,1,2
200844,1,1,2
200845,1,1,2
200846,1,1,2
200847,1,1,2
200848,1,1,2
200849,1,1,2
200850,1,1,2
200851,1,,1
200852,1,1,2
200853,1,1,2
200854,1,,1
200855,1,1,2
200856,1,1,2
200857,1,1,2
200858,1,1,2
200859,1,,1
200860,1,1,2
200861,1,1,2
200862,1,1,2
200863,1,,1
200864,1,,1
200865,1,,1
200866,1,1,2
200867,1,1,2
200868,1,1,2
200869,1,1,2
200870,1,,1
200871,1,1,2
200872,1,,1
200873,1,1,2
200874,1,1,2
200875,1,1,2
200876,1,1,2
200877,1,1,2
200878,1,1,2
200879,1,1,2
200880,1,1,2
200881,1,1,2
200882,1,1,2
200883,1,1,2
200884,1,1,2
200885,1,1,2
200886,1,1,2
200887,1,1,2
200888,1,1,2
200889,1,1,2
200890,1,1,2
200891,1,,1
200892,1,1,2
200893,1,1,2
200894,1,1,2
200895,1,1,2
200896,1,1,2
200897,1,1,2
200898,1,1,2
200899,1,1,2
200900,1,1,2
200901,1,,1
200902,1,,1
200903,1,1,2
200904,1,1,2
200905,1,1,2
200906,1,1,2
200907,1,,1
200908,1,,1
200909,1,,1
200910,1,,1
200911,1,,1
200912,1,,1
200913,1,,1
200914,1,,1
200915,1,,1
200916,1,,1
200917,1,,1
200918,1,,1
200919,1,,1
200920,1,,1
200921,1,,1
200922,1,,1
200926,1,1,2
200927,1,1,2
200928,1,1,2
200929,1,1,2
200930,1,1,2
200931,1,1,2
200932,1,1,2
200933,1,1,2
200934,1,1,2
200935,1,1,2
200936,1,1,2
200937,1,1,2
200938,1,1,2
200939,1,1,2
200940,1,1,2
200941,1,1,2
200942,1,1,2
200943,1,1,2
200944,1,1,2
200945,1,1,2
200946,1,1,2
200947,1,1,2
200948,1,1,2
200949,1,1,2
200950,1,1,2
200951,1,1,2
200952,1,1,2
200953,1,1,2
200954,1,1,2
200955,1,1,2
200956,1,1,2
200957,1,1,2
200958,1,1,2
200959,1,1,2
200960,1,1,2
200961,1,1,2
200962,1,1,2
200963,1,1,2
200964,1,1,2
200965,1,1,2
200966,1,1,2
200967,1,1,2
200968,1,1,2
200969,1,1,2
200970,1,1,2
200971,1,1,2
200972,1,,1
200973,1,,1
200974,1,1,2
200975,1,1,2
200976,1,1,2
200977,1,1,2
200979,1,1,2
200980,1,1,2
200981,1,1,2
200982,1,1,2
200983,1,1,2
200984,1,1,2
200985,1,1,2
200986,1,1,2
200987,1,1,2
200988,1,1,2
200989,1,1,2
200990,1,1,2
200991,1,1,2
200992,1,1,2
200993,1,,1
200994,1,1,2
200995,1,1,2
200996,1,1,2
200997,1,1,2
200998,1,1,2
200999,1,1,2
201000,1,1,2
201001,1,1,2
201002,1,1,2
201003,1,1,2
201004,1,1,2
201005,1,1,2
201006,1,1,2
201007,1,1,2
201008,1,1,2
201009,1,1,2
201010,1,1,2
201011,1,,1
201012,1,,1
201013,1,1,2
201014,1,1,2
201015,1,1,2
201016,1,1,2
201017,1,1,2
201018,1,1,2
201019,1,1,2
201020,1,1,2
201021,1,1,2
201022,1,1,2
201023,1,1,2
201024,1,1,2
201025,1,1,2
201026,1,1,2
201027,1,1,2
201028,1,1,2
201029,1,1,2
201030,1,1,2
201031,1,1,2
201032,1,1,2
201033,1,1,2
201034,1,1,2
201035,1,1,2
201036,1,1,2
201037,1,1,2
201038,1,1,2
201039,1,1,2
201040,1,1,2
201041,1,1,2
201042,1,1,2
201043,1,1,2
201044,1,1,2
201045,1,1,2
201046,1,1,2
201047,1,1,2
201048,1,1,2
201049,1,1,2
201050,1,1,2
201051,1,1,2
201052,1,1,2
201053,1,1,2
201054,1,1,2
201055,1,1,2
201056,1,1,2
201057,1,1,2
201058,1,1,2
201059,1,1,2
201060,1,1,2
201061,1,1,2
201062,1,1,2
201063,1,1,2
201064,1,1,2
201065,1,1,2
201066,1,1,2
201067,1,1,2
201068,1,1,2
201069,1,1,2
201070,1,1,2
201071,1,1,2
201072,1,1,2
201073,1,1,2
201074,1,1,2
201075,1,1,2
201076,1,1,2
201077,1,1,2
201078,1,1,2
201079,1,1,2
201080,1,1,2
201081,1,1,2
201082,1,1,2
201083,1,1,2
201084,1,1,2
201085,1,1,2
201086,1,1,2
201087,1,1,2
201088,1,1,2
201089,1,1,2
201090,1,1,2
201091,1,1,2
201092,1,1,2
201093,1,1,2
201094,1,1,2
201095,1,1,2
201096,1,1,2
201097,1,1,2
201098,1,1,2
201099,1,1,2
201100,1,1,2
201101,1,1,2
201102,1,1,2
201103,1,1,2
201104,1,1,2
201105,1,1,2
201106,1,1,2
201107,1,1,2
201108,1,1,2
201109,1,1,2
201110,1,1,2
201111,1,1,2
201112,1,1,2
201113,1,1,2
201114,1,1,2
201115,1,1,2
201116,1,1,2
201117,1,1,2
201118,1,1,2
201119,1,1,2
201120,1,1,2
201121,1,1,2
201122,1,1,2
201123,1,1,2
201124,1,1,2
201125,1,1,2
201126,1,1,2
201127,1,1,2
201128,1,1,2
201129,1,1,2
201130,1,1,2
201131,1,1,2
201132,1,1,2
201133,1,1,2
201134,1,1,2
201135,1,1,2
201136,1,1,2
201137,1,1,2
201138,1,1,2
201139,1,1,2
201140,1,1,2
201141,1,1,2
201142,1,1,2
201143,1,1,2
201144,1,1,2
201145,1,1,2
201146,1,1,2
201147,1,1,2
201148,1,,1
201149,1,1,2
201150,1,1,2
201151,1,1,2
201152,1,1,2
201153,1,1,2
201154,1,1,2
201155,1,1,2
201156,1,1,2
201157,1,1,2
201158,1,1,2
201159,1,1,2
201160,1,1,2
201161,1,1,2
201162,1,1,2
201163,1,1,2
201164,1,1,2
201165,1,1,2
201166,1,1,2
201167,1,1,2
201168,1,1,2
201169,1,1,2
201170,1,1,2
201171,1,1,2
201172,1,1,2
201173,1,1,2
201174,1,1,2
201175,1,1,2
201176,1,1,2
201177,1,1,2
201178,1,1,2
201179,1,1,2
201180,1,1,2
201181,1,1,2
201182,1,1,2
201183,1,1,2
201184,1,1,2
201185,1,1,2
201186,1,1,2
201187,1,1,2
201188,1,1,2
201189,1,1,2
201190,1,1,2
201191,1,1,2
201192,1,1,2
201193,1,1,2
201194,1,1,2
201195,1,1,2
201196,1,1,2
201197,1,1,2
201198,1,1,2
201199,1,1,2
201200,1,1,2
201201,1,1,2
201202,1,1,2
201203,1,1,2
201204,1,1,2
201205,1,1,2
201206,1,1,2
201207,1,1,2
201208,1,1,2
201209,1,1,2
201210,1,1,2
201211,1,1,2
201212,1,1,2
201213,1,1,2
201214,1,1,2
201215,1,1,2
201216,1,1,2
201217,1,,1
201218,1,,1
201219,1,,1
201220,1,,1
201221,1,1,2
201222,1,1,2
201223,1,1,2
201224,1,1,2
201225,1,1,2
201226,1,1,2
201227,1,1,2
201228,1,1,2
201229,1,1,2
201230,1,1,2
201231,1,1,2
201232,1,1,2
201233,1,1,2
201234,1,1,2
201235,1,1,2
201236,1,1,2
201237,1,1,2
201238,1,,1
201239,1,,1
201240,1,1,2
201241,1,1,2
201242,1,1,2
201243,1,1,2
201244,1,1,2
201245,1,1,2
201246,1,1,2
201247,1,1,2
201248,1,1,2
201249,1,1,2
201250,1,1,2
201251,1,1,2
201252,1,1,2
201253,1,1,2
201254,1,1,2
201255,1,1,2
201256,1,1,2
201257,1,1,2
201258,1,1,2
201259,1,1,2
201260,1,1,2
201261,1,1,2
201262,1,1,2
201263,1,1,2
201264,1,1,2
201265,1,1,2
201266,1,1,2
201267,1,1,2
201268,1,1,2
201269,1,1,2
201270,1,1,2
201271,1,1,2
201272,1,1,2
201273,1,1,2
201274,1,1,2
201275,1,1,2
201276,1,1,2
201277,1,1,2
201278,1,1,2
201279,1,1,2
201280,1,1,2
201281,1,1,2
201282,1,1,2
201283,1,1,2
201284,1,1,2
201285,1,1,2
201286,1,1,2
201287,1,1,2
201288,1,1,2
201289,1,1,2
201290,1,1,2
201291,1,1,2
201292,1,1,2
201293,1,1,2
201294,1,1,2
201295,1,1,2
201296,1,1,2
201297,1,1,2
201298,1,1,2
201299,1,1,2
201300,1,1,2
201301,1,1,2
201302,1,1,2
201303,1,1,2
201304,1,1,2
201305,1,1,2
201306,1,1,2
201307,1,1,2
201308,1,1,2
201309,1,1,2
201310,1,1,2
201311,1,1,2
201312,1,1,2
201313,1,1,2
201314,1,1,2
201315,1,1,2
201316,1,1,2
201317,1,1,2
201318,1,1,2
201319,1,1,2
201320,1,1,2
201321,1,1,2
201322,1,1,2
201323,1,1,2
201324,1,1,2
201325,1,1,2
201326,1,1,2
201327,1,1,2
201328,1,1,2
201329,1,1,2
201330,1,1,2
201331,1,1,2
201332,1,1,2
201333,1,1,2
201334,1,1,2
201335,1,1,2
201336,1,1,2
201337,1,1,2
201338,1,1,2
201339,1,1,2
201340,1,1,2
201341,1,1,2
201342,1,1,2
201343,1,1,2
201344,1,1,2
201345,1,1,2
201346,1,1,2
201347,1,1,2
201348,1,1,2
201349,1,1,2
201350,1,1,2
201351,1,1,2
201352,1,1,2
201353,1,1,2
201354,1,1,2
201355,1,1,2
201356,1,1,2
201357,1,1,2
201358,1,1,2
201359,1,1,2
201360,1,1,2
201361,1,1,2
201362,1,1,2
201363,1,1,2
201364,1,1,2
201365,1,,1
201366,1,1,2
201367,1,1,2
201368,1,,1
201369,1,,1
201370,1,,1
201371,1,1,2
201372,1,,1
201373,1,,1
201374,1,,1
201375,1,1,2
201376,1,1,2
201377,1,1,2
201378,1,,1
201379,1,1,2
201380,1,1,2
201381,1,1,2
201382,1,1,2
201383,1,,1
201384,1,1,2
201385,1,1,2
201386,1,1,2
201387,1,,1
201388,1,,1
201389,1,1,2
201390,1,1,2
201391,1,1,2
201392,1,1,2
201393,1,1,2
201394,1,1,2
201395,1,1,2
201396,1,1,2
201397,1,1,2
201399,1,,1
201402,1,,1
201403,1,,1
201404,1,,1
201405,1,,1
201406,1,1,2
201407,1,1,2
201408,1,1,2
201409,1,1,2
201410,1,1,2
201411,1,1,2
201412,1,1,2
201413,1,1,2
201414,1,1,2
201415,1,1,2
201416,1,1,2
201417,1,1,2
201418,1,1,2
201419,1,,1
201420,1,,1
201421,1,,1
201422,1,1,2
201423,1,1,2
201424,1,,1
201426,1,1,2
201427,1,,1
201428,1,1,2
201429,1,1,2
201430,1,1,2
201431,1,1,2
201432,1,1,2
201433,1,1,2
201434,1,,1
201435,1,1,2
201436,1,,1
201437,1,1,2
201438,1,1,2
201439,1,,1
201440,1,1,2
201441,1,1,2
201442,1,,1
201443,1,1,2
201444,1,1,2
201445,1,1,2
201446,1,1,2
201447,1,1,2
201448,1,1,2
201449,1,1,2
201450,1,1,2
201451,1,1,2
201452,1,1,2
201453,1,1,2
201454,1,1,2
201455,1,1,2
201456,1,1,2
201457,1,1,2
201458,1,1,2
201459,1,1,2
201460,1,1,2
201461,1,1,2
201462,1,1,2
201463,1,1,2
201464,1,1,2
201465,1,1,2
201466,1,1,2
201467,1,1,2
201468,1,1,2
201469,1,1,2
201470,1,1,2
201471,1,1,2
201472,1,1,2
201473,1,1,2
201474,1,1,2
201475,1,1,2
201476,1,1,2
201477,1,1,2
201478,1,1,2
201479,1,1,2
201480,1,1,2
201481,1,1,2
201482,1,1,2
201483,1,1,2
201484,1,1,2
201485,1,1,2
201486,1,1,2
201487,1,1,2
201488,1,1,2
201489,1,1,2
201490,1,1,2
201491,1,1,2
201492,1,1,2
201493,1,1,2
201494,1,1,2
201495,1,1,2
201496,1,1,2
201497,1,1,2
201498,1,1,2
201499,1,1,2
201500,1,1,2
201501,1,1,2
201502,1,1,2
201503,1,1,2
201504,1,1,2
201505,1,1,2
201506,1,1,2
201507,1,1,2
201508,1,1,2
201509,1,1,2
201510,1,1,2
201511,1,1,2
201512,1,1,2
201513,1,1,2
201514,1,1,2
201515,1,1,2
201516,1,1,2
201517,1,1,2
201518,1,1,2
201519,1,1,2
201520,1,1,2
201521,1,1,2
201522,1,1,2
201523,1,1,2
201524,1,1,2
201525,1,1,2
201526,1,1,2
201527,1,1,2
201528,1,1,2
201529,1,1,2
201530,1,1,2
201531,1,1,2
201532,1,1,2
201533,1,1,2
201534,1,1,2
201535,1,1,2
201536,1,1,2
201537,1,1,2
201538,1,1,2
201539,1,1,2
201540,1,1,2
201541,1,1,2
201542,1,1,2
201543,1,1,2
201544,1,1,2
201545,1,1,2
201546,1,1,2
201547,1,1,2
201548,1,1,2
201549,1,1,2
201550,1,1,2
201551,1,1,2
201552,1,1,2
201553,1,1,2
201554,1,1,2
201555,1,1,2
201556,1,1,2
201557,1,1,2
201558,1,1,2
201559,1,1,2
201560,1,1,2
201561,1,1,2
201562,1,1,2
201563,1,1,2
201564,1,1,2
201565,1,1,2
201566,1,1,2
201567,1,1,2
201568,1,1,2
201569,1,1,2
201570,1,1,2
201571,1,1,2
201572,1,1,2
201573,1,1,2
201574,1,1,2
201575,1,1,2
201576,1,1,2
201577,1,1,2
201578,1,1,2
201579,1,1,2
201580,1,1,2
201581,1,1,2
201582,1,1,2
201583,1,1,2
201584,1,1,2
201585,1,1,2
201586,1,1,2
201587,1,1,2
201588,1,1,2
201589,1,1,2
201590,1,1,2
201591,1,1,2
201592,1,1,2
201593,1,1,2
201594,1,1,2
201595,1,,1
201596,1,,1
201597,1,1,2
201598,1,1,2
201599,1,1,2
201600,1,1,2
201601,1,1,2
201602,1,1,2
201603,1,1,2
201604,1,1,2
201605,1,1,2
201606,1,1,2
201607,1,1,2
201608,1,1,2
201609,1,1,2
201610,1,1,2
201611,1,1,2
201612,1,1,2
201613,1,1,2
201614,1,1,2
201615,1,1,2
201616,1,1,2
201617,1,1,2
201618,1,1,2
201619,1,1,2
201620,1,1,2
201621,1,1,2
201622,1,1,2
201623,1,1,2
201624,1,1,2
201625,1,1,2
201626,1,1,2
201627,1,1,2
201628,1,1,2
201629,1,1,2
201630,1,1,2
201631,1,1,2
201632,1,1,2
201633,1,1,2
201634,1,1,2
201635,1,1,2
201636,1,1,2
201637,1,,1
201638,1,,1
201639,1,1,2
201640,1,1,2
201641,1,1,2
201642,1,1,2
201643,1,1,2
201644,1,1,2
201645,1,1,2
201646,1,1,2
201647,1,1,2
201648,1,1,2
201649,1,1,2
201650,1,1,2
201651,1,1,2
201652,1,1,2
201653,1,1,2
201654,1,1,2
201655,1,1,2
201656,1,1,2
201657,1,1,2
201658,1,1,2
201659,1,1,2
201660,1,1,2
201661,1,1,2
201662,1,1,2
201663,1,1,2
201664,1,1,2
201665,1,1,2
201666,1,1,2
201667,1,1,2
201668,1,1,2
201669,1,,1
201670,1,1,2
201671,1,1,2
201672,1,1,2
